pc,count,frequency
0x0000,1,0.000000025145
0x0001,1,0.000000025145
0x0002,1,0.000000025145
0x0003,1,0.000000025145
0x0004,1,0.000000025145
0x0005,1,0.000000025145
0x0006,1,0.000000025145
0x0007,1,0.000000025145
0x0008,1,0.000000025145
0x000b,1,0.000000025145
0x000d,1,0.000000025145
0x000f,1,0.000000025145
0x0012,1,0.000000025145
0x0015,1,0.000000025145
0x0017,1,0.000000025145
0x001a,22510,0.000566014716
0x001d,22510,0.000566014716
0x0020,22510,0.000566014716
0x0021,22510,0.000566014716
0x0024,6618,0.000166409835
0x0027,6618,0.000166409835
0x002a,6618,0.000166409835
0x002d,15892,0.000399604881
0x002f,15892,0.000399604881
0x0031,15892,0.000399604881
0x0032,15892,0.000399604881
0x0034,15892,0.000399604881
0x0035,15892,0.000399604881
0x0038,15892,0.000399604881
0x0039,15892,0.000399604881
0x003c,15892,0.000399604881
0x003d,15892,0.000399604881
0x0040,7,0.000000176015
0x0043,7,0.000000176015
0x0046,15885,0.000399428866
0x0049,15884,0.000399403721
0x0050,1,0.000000025145
0x0052,1,0.000000025145
0x0054,1,0.000000025145
0x0056,1,0.000000025145
0x0058,1,0.000000025145
0x005a,1,0.000000025145
0x005c,1,0.000000025145
0x005f,1,0.000000025145
0x0061,1,0.000000025145
0x0063,1,0.000000025145
0x0066,1,0.000000025145
0x0068,1,0.000000025145
0x006a,1,0.000000025145
0x006b,2,0.000000050290
0x006e,2,0.000000050290
0x0070,6130,0.000154139059
0x0072,6130,0.000154139059
0x0073,6130,0.000154139059
0x0074,6130,0.000154139059
0x0077,2,0.000000050290
0x0078,864,0.000021725309
0x007b,864,0.000021725309
0x0080,2246312,0.056483591709
0x0082,2246312,0.056483591709
0x0083,2246312,0.056483591709
0x0085,2246312,0.056483591709
0x0088,45027,0.001132205448
0x0089,45027,0.001132205448
0x008b,45027,0.001132205448
0x008e,22542,0.000566819357
0x0090,22542,0.000566819357
0x0091,22542,0.000566819357
0x0094,22542,0.000566819357
0x0095,22542,0.000566819357
0x0096,22542,0.000566819357
0x0097,22542,0.000566819357
0x0098,22542,0.000566819357
0x009a,22542,0.000566819357
0x009d,22542,0.000566819357
0x009f,22542,0.000566819357
0x00a0,22542,0.000566819357
0x00a2,22542,0.000566819357
0x00a3,22542,0.000566819357
0x00a6,22542,0.000566819357
0x00a8,22542,0.000566819357
0x00ab,22542,0.000566819357
0x00ac,1,0.000000025145
0x00ae,1,0.000000025145
0x00af,1,0.000000025145
0x00b0,1,0.000000025145
0x00b2,1,0.000000025145
0x00b5,1,0.000000025145
0x00bb,45650,0.001147870804
0x00be,45650,0.001147870804
0x00bf,45650,0.001147870804
0x00c0,45650,0.001147870804
0x00c1,45650,0.001147870804
0x00c2,45650,0.001147870804
0x00c3,45650,0.001147870804
0x00c4,2152,0.000054112113
0x00c5,2152,0.000054112113
0x00c7,2152,0.000054112113
0x00c9,2152,0.000054112113
0x00ca,2152,0.000054112113
0x00cd,2152,0.000054112113
0x00ce,2152,0.000054112113
0x00cf,2152,0.000054112113
0x00d0,2152,0.000054112113
0x00d1,2152,0.000054112113
0x00d2,2152,0.000054112113
0x00d3,2152,0.000054112113
0x00d4,2152,0.000054112113
0x00d6,2152,0.000054112113
0x00d8,2152,0.000054112113
0x00d9,2152,0.000054112113
0x00dc,2152,0.000054112113
0x00dd,2152,0.000054112113
0x00de,2152,0.000054112113
0x00e1,764,0.000019210806
0x00e3,15885,0.000399428866
0x00e6,15885,0.000399428866
0x00e9,15885,0.000399428866
0x00ec,15885,0.000399428866
0x00ef,15885,0.000399428866
0x00f2,15881,0.000399328286
0x00f5,15881,0.000399328286
0x00f8,15881,0.000399328286
0x00fb,15881,0.000399328286
0x00fe,15007,0.000377351526
0x0101,15007,0.000377351526
0x0104,15007,0.000377351526
0x0107,15004,0.000377276091
0x0109,15004,0.000377276091
0x010c,15004,0.000377276091
0x010f,15001,0.000377200656
0x0111,15001,0.000377200656
0x0114,15001,0.000377200656
0x0117,14998,0.000377125221
0x0119,14998,0.000377125221
0x011c,14998,0.000377125221
0x011f,14998,0.000377125221
0x0122,14134,0.000355399911
0x0125,14134,0.000355399911
0x0128,14134,0.000355399911
0x012b,14134,0.000355399911
0x012e,13606,0.000342123333
0x0131,13606,0.000342123333
0x0134,13606,0.000342123333
0x0137,13606,0.000342123333
0x013a,729,0.000018330730
0x0140,16,0.000000402321
0x0143,16,0.000000402321
0x0146,16,0.000000402321
0x0149,16,0.000000402321
0x014c,16,0.000000402321
0x014e,16,0.000000402321
0x014f,16,0.000000402321
0x0151,16,0.000000402321
0x0152,16,0.000000402321
0x0153,16,0.000000402321
0x0154,16,0.000000402321
0x0156,16,0.000000402321
0x0158,16,0.000000402321
0x015b,16,0.000000402321
0x015d,16,0.000000402321
0x015f,16,0.000000402321
0x0161,16,0.000000402321
0x0164,16,0.000000402321
0x0166,16,0.000000402321
0x0167,16,0.000000402321
0x0168,16,0.000000402321
0x016a,16,0.000000402321
0x016b,16,0.000000402321
0x016d,16,0.000000402321
0x016f,16,0.000000402321
0x0172,16,0.000000402321
0x0173,12871,0.000323641733
0x0174,12871,0.000323641733
0x0176,12871,0.000323641733
0x0178,12871,0.000323641733
0x017a,12871,0.000323641733
0x017b,9739,0.000244887487
0x017d,9739,0.000244887487
0x017e,9639,0.000242372983
0x0180,9639,0.000242372983
0x0182,9639,0.000242372983
0x0183,3342,0.000084034704
0x0185,3342,0.000084034704
0x0186,3243,0.000081545345
0x0188,3243,0.000081545345
0x018a,3243,0.000081545345
0x018b,102,0.000002564793
0x018d,102,0.000002564793
0x018e,102,0.000002564793
0x018f,102,0.000002564793
0x0191,102,0.000002564793
0x0192,6,0.000000150870
0x0194,6,0.000000150870
0x0196,1738,0.000043702069
0x0197,1738,0.000043702069
0x0199,1738,0.000043702069
0x019b,1738,0.000043702069
0x019c,1416,0.000035605368
0x019d,1416,0.000035605368
0x019e,1416,0.000035605368
0x01a0,1416,0.000035605368
0x01a1,1416,0.000035605368
0x01a2,1416,0.000035605368
0x01a3,1416,0.000035605368
0x01a5,1416,0.000035605368
0x01a6,1416,0.000035605368
0x01a7,1416,0.000035605368
0x01a8,1416,0.000035605368
0x01ab,1416,0.000035605368
0x01ae,1416,0.000035605368
0x01af,1416,0.000035605368
0x01b0,1416,0.000035605368
0x01b1,1416,0.000035605368
0x01b2,1416,0.000035605368
0x01b3,1416,0.000035605368
0x01b4,1416,0.000035605368
0x01b5,1416,0.000035605368
0x01b6,1416,0.000035605368
0x01b7,1416,0.000035605368
0x01b8,1416,0.000035605368
0x01b9,1416,0.000035605368
0x01ba,1416,0.000035605368
0x01bb,1416,0.000035605368
0x01bd,1416,0.000035605368
0x01be,1416,0.000035605368
0x01c1,17616,0.000442954920
0x01c4,17616,0.000442954920
0x01c5,17616,0.000442954920
0x01c8,1416,0.000035605368
0x01c9,1416,0.000035605368
0x01ca,1416,0.000035605368
0x01d0,4271,0.000107394440
0x01d1,4271,0.000107394440
0x01d2,4271,0.000107394440
0x01d3,4271,0.000107394440
0x01d4,4271,0.000107394440
0x01d6,4271,0.000107394440
0x01d7,4271,0.000107394440
0x01d9,4271,0.000107394440
0x01dc,4271,0.000107394440
0x01dd,4271,0.000107394440
0x01e0,2454,0.000061705914
0x01e1,7,0.000000176015
0x01e4,904,0.000022731111
0x01e7,904,0.000022731111
0x01e9,904,0.000022731111
0x01ed,111046,0.002792255450
0x01ee,111046,0.002792255450
0x01ef,111046,0.002792255450
0x01f0,111046,0.002792255450
0x01f3,111046,0.002792255450
0x01f4,111046,0.002792255450
0x01f7,4271,0.000107394440
0x0200,38427,0.000966248223
0x0201,38427,0.000966248223
0x0202,135,0.000003394580
0x0203,135,0.000003394580
0x0204,135,0.000003394580
0x0205,135,0.000003394580
0x0206,1416,0.000035605368
0x0207,1416,0.000035605368
0x0208,1416,0.000035605368
0x0209,1416,0.000035605368
0x020a,1416,0.000035605368
0x020b,1416,0.000035605368
0x020c,1416,0.000035605368
0x020d,1416,0.000035605368
0x020e,1416,0.000035605368
0x0210,10269,0.000258214355
0x0211,10269,0.000258214355
0x0213,10269,0.000258214355
0x0214,10269,0.000258214355
0x0215,2163,0.000054388709
0x0216,2163,0.000054388709
0x0217,240702,0.006052459984
0x0218,240702,0.006052459984
0x021a,240702,0.006052459984
0x021b,240702,0.006052459984
0x021c,34500,0.000867503674
0x021d,34500,0.000867503674
0x0220,46,0.000001156672
0x0221,46,0.000001156672
0x0222,46,0.000001156672
0x0223,46,0.000001156672
0x0224,46,0.000001156672
0x0225,46,0.000001156672
0x0226,46,0.000001156672
0x0227,46,0.000001156672
0x0228,46,0.000001156672
0x0229,46,0.000001156672
0x022a,46,0.000001156672
0x022b,46,0.000001156672
0x022c,46,0.000001156672
0x022e,46,0.000001156672
0x022f,46,0.000001156672
0x0230,46,0.000001156672
0x0231,46,0.000001156672
0x0232,46,0.000001156672
0x0258,78047,0.001962494472
0x0259,78047,0.001962494472
0x025a,78047,0.001962494472
0x025b,312,0.000007845251
0x025c,312,0.000007845251
0x025d,312,0.000007845251
0x025e,312,0.000007845251
0x025f,312,0.000007845251
0x0260,58619,0.001473976750
0x0263,58619,0.001473976750
0x0264,56852,0.001429545475
0x0267,56852,0.001429545475
0x0270,81508,0.002049521435
0x0271,81508,0.002049521435
0x0272,81508,0.002049521435
0x0273,81508,0.002049521435
0x0274,81508,0.002049521435
0x0275,81508,0.002049521435
0x0276,81508,0.002049521435
0x0277,56852,0.001429545475
0x0278,56852,0.001429545475
0x0279,56852,0.001429545475
0x027a,56852,0.001429545475
0x027b,56852,0.001429545475
0x027c,56852,0.001429545475
0x027d,56852,0.001429545475
0x0288,7,0.000000176015
0x028b,7,0.000000176015
0x028e,7,0.000000176015
0x0290,7,0.000000176015
0x0293,7,0.000000176015
0x0295,7,0.000000176015
0x0298,7,0.000000176015
0x029a,7,0.000000176015
0x02a7,7,0.000000176015
0x02aa,7,0.000000176015
0x02ab,7,0.000000176015
0x02ac,7,0.000000176015
0x02ad,1,0.000000025145
0x02b0,1,0.000000025145
0x02b3,1,0.000000025145
0x02b6,1,0.000000025145
0x02b9,1,0.000000025145
0x02bc,1,0.000000025145
0x02be,1,0.000000025145
0x02c0,1,0.000000025145
0x02c3,1,0.000000025145
0x02c5,1,0.000000025145
0x02c7,1,0.000000025145
0x02cb,1,0.000000025145
0x02cd,1,0.000000025145
0x02cf,1,0.000000025145
0x02d4,1,0.000000025145
0x02d7,1,0.000000025145
0x02d8,1,0.000000025145
0x02db,1,0.000000025145
0x02dd,1,0.000000025145
0x02e3,1,0.000000025145
0x02e5,1,0.000000025145
0x02e6,1,0.000000025145
0x02e7,1,0.000000025145
0x02e8,1,0.000000025145
0x02ea,1,0.000000025145
0x02ed,1,0.000000025145
0x02f0,1,0.000000025145
0x02f3,1,0.000000025145
0x02f6,1,0.000000025145
0x02f9,1,0.000000025145
0x02fc,1,0.000000025145
0x02fe,1,0.000000025145
0x0300,1,0.000000025145
0x0303,1,0.000000025145
0x0306,1,0.000000025145
0x0308,1,0.000000025145
0x030b,1,0.000000025145
0x030d,1,0.000000025145
0x0310,1,0.000000025145
0x0314,48,0.000001206962
0x0315,48,0.000001206962
0x0316,48,0.000001206962
0x0317,48,0.000001206962
0x0318,48,0.000001206962
0x0319,48,0.000001206962
0x031a,48,0.000001206962
0x031b,48,0.000001206962
0x031c,48,0.000001206962
0x031d,48,0.000001206962
0x031e,48,0.000001206962
0x0320,2,0.000000050290
0x0321,2,0.000000050290
0x0322,2,0.000000050290
0x0323,2,0.000000050290
0x0324,2,0.000000050290
0x0325,2,0.000000050290
0x0326,2,0.000000050290
0x0327,2,0.000000050290
0x0328,2,0.000000050290
0x0329,2,0.000000050290
0x032a,2,0.000000050290
0x032e,1,0.000000025145
0x0331,8,0.000000201160
0x0333,8,0.000000201160
0x0334,8,0.000000201160
0x0335,8,0.000000201160
0x0337,8,0.000000201160
0x033a,1,0.000000025145
0x033c,1,0.000000025145
0x033f,1,0.000000025145
0x0341,1,0.000000025145
0x0344,1,0.000000025145
0x0346,1,0.000000025145
0x0349,1,0.000000025145
0x034b,1,0.000000025145
0x034e,1,0.000000025145
0x0350,1,0.000000025145
0x0353,1,0.000000025145
0x0355,1,0.000000025145
0x0357,1,0.000000025145
0x0358,1,0.000000025145
0x035b,1,0.000000025145
0x035c,1,0.000000025145
0x035e,1,0.000000025145
0x035f,1,0.000000025145
0x0361,1,0.000000025145
0x0367,4,0.000000100580
0x0369,4,0.000000100580
0x036a,4,0.000000100580
0x036c,4,0.000000100580
0x036f,4,0.000000100580
0x0370,4,0.000000100580
0x0371,4,0.000000100580
0x0373,4,0.000000100580
0x0376,4,0.000000100580
0x0377,15892,0.000399604881
0x037a,15892,0.000399604881
0x037b,15892,0.000399604881
0x037c,15892,0.000399604881
0x037d,15892,0.000399604881
0x0380,36,0.000000905221
0x0383,36,0.000000905221
0x0386,36,0.000000905221
0x0389,13104,0.000329500526
0x038a,13104,0.000329500526
0x038b,13104,0.000329500526
0x038c,13104,0.000329500526
0x038d,13104,0.000329500526
0x038e,13104,0.000329500526
0x038f,13104,0.000329500526
0x0390,13104,0.000329500526
0x0393,936,0.000023535752
0x0394,936,0.000023535752
0x0395,936,0.000023535752
0x0396,936,0.000023535752
0x0397,936,0.000023535752
0x0398,936,0.000023535752
0x0399,936,0.000023535752
0x039a,936,0.000023535752
0x039d,36,0.000000905221
0x03a0,187,0.000004702121
0x03a3,187,0.000004702121
0x03a6,77792,0.001956082488
0x03a7,77792,0.001956082488
0x03a8,77792,0.001956082488
0x03a9,77792,0.001956082488
0x03aa,77792,0.001956082488
0x03ab,77792,0.001956082488
0x03ac,77792,0.001956082488
0x03af,187,0.000004702121
0x03b0,12877,0.000323792603
0x03b3,12877,0.000323792603
0x03b6,12877,0.000323792603
0x03b9,10015,0.000251827516
0x03bc,10015,0.000251827516
0x03bf,10012,0.000251752081
0x03c2,10012,0.000251752081
0x03c5,10012,0.000251752081
0x03c8,7135,0.000179409818
0x03cb,7135,0.000179409818
0x03ce,12871,0.000323641733
0x03d1,12871,0.000323641733
0x03d4,12871,0.000323641733
0x03d5,12871,0.000323641733
0x03d7,12871,0.000323641733
0x03d8,12871,0.000323641733
0x03d9,12871,0.000323641733
0x03e2,3,0.000000075435
0x03e5,3,0.000000075435
0x03e8,3,0.000000075435
0x03eb,3,0.000000075435
0x03ee,3,0.000000075435
0x03f1,6,0.000000150870
0x03f4,6,0.000000150870
0x03f5,6,0.000000150870
0x03f7,6,0.000000150870
0x03f8,6,0.000000150870
0x03fa,6,0.000000150870
0x03fb,6,0.000000150870
0x03fc,6,0.000000150870
0x03fd,6,0.000000150870
0x0400,19489,0.000490051568
0x0403,19489,0.000490051568
0x0406,19489,0.000490051568
0x0407,19489,0.000490051568
0x0408,19489,0.000490051568
0x0409,19489,0.000490051568
0x040a,19489,0.000490051568
0x040b,19489,0.000490051568
0x040c,19489,0.000490051568
0x040d,19489,0.000490051568
0x041e,40,0.000001005801
0x0421,40,0.000001005801
0x0423,40,0.000001005801
0x0424,40,0.000001005801
0x0427,40,0.000001005801
0x0429,40,0.000001005801
0x042a,40,0.000001005801
0x042d,40,0.000001005801
0x0430,6,0.000000150870
0x0433,6,0.000000150870
0x0435,6,0.000000150870
0x0436,6,0.000000150870
0x0438,6,0.000000150870
0x043a,6,0.000000150870
0x043b,6,0.000000150870
0x043d,6,0.000000150870
0x043f,6,0.000000150870
0x0440,2,0.000000050290
0x0441,2,0.000000050290
0x0442,2,0.000000050290
0x0443,2,0.000000050290
0x0445,2,0.000000050290
0x04ac,1290,0.000032437094
0x04af,1290,0.000032437094
0x04b0,1290,0.000032437094
0x04b1,1290,0.000032437094
0x04b2,1290,0.000032437094
0x04b4,1290,0.000032437094
0x04b5,1290,0.000032437094
0x04b6,1278,0.000032135354
0x04b8,1278,0.000032135354
0x04ba,1278,0.000032135354
0x04bd,1272,0.000031984483
0x04bf,1272,0.000031984483
0x04c1,1272,0.000031984483
0x04c2,1272,0.000031984483
0x04c4,1272,0.000031984483
0x04c6,1272,0.000031984483
0x04c9,645,0.000016218547
0x04cc,645,0.000016218547
0x04cd,645,0.000016218547
0x04d0,645,0.000016218547
0x04d1,645,0.000016218547
0x04d2,645,0.000016218547
0x04d4,645,0.000016218547
0x04d7,645,0.000016218547
0x04df,645,0.000016218547
0x04e1,645,0.000016218547
0x04e4,645,0.000016218547
0x04e6,627,0.000015765936
0x04e9,627,0.000015765936
0x04ea,627,0.000015765936
0x04eb,627,0.000015765936
0x04ee,627,0.000015765936
0x04f4,627,0.000015765936
0x04f6,627,0.000015765936
0x04f9,627,0.000015765936
0x04fb,3762,0.000094595618
0x04fd,3762,0.000094595618
0x04fe,3762,0.000094595618
0x0501,3762,0.000094595618
0x0502,3762,0.000094595618
0x0505,627,0.000015765936
0x0506,34,0.000000854931
0x0509,34,0.000000854931
0x050b,34,0.000000854931
0x050e,34,0.000000854931
0x0511,34,0.000000854931
0x0514,34,0.000000854931
0x0515,34,0.000000854931
0x0518,34,0.000000854931
0x051b,34,0.000000854931
0x051d,34,0.000000854931
0x0520,34,0.000000854931
0x0523,34,0.000000854931
0x0526,34,0.000000854931
0x0529,34,0.000000854931
0x052c,34,0.000000854931
0x052f,34,0.000000854931
0x0532,34,0.000000854931
0x0535,34,0.000000854931
0x0537,34,0.000000854931
0x053a,34,0.000000854931
0x053d,34,0.000000854931
0x0540,34,0.000000854931
0x0543,34,0.000000854931
0x0547,34,0.000000854931
0x054a,34,0.000000854931
0x054d,34,0.000000854931
0x054f,34,0.000000854931
0x0552,34,0.000000854931
0x0555,34,0.000000854931
0x0557,34,0.000000854931
0x055a,34,0.000000854931
0x0580,37,0.000000930366
0x0583,37,0.000000930366
0x0586,37,0.000000930366
0x0588,37,0.000000930366
0x0589,37,0.000000930366
0x058a,37,0.000000930366
0x058b,37,0.000000930366
0x058d,37,0.000000930366
0x0590,37,0.000000930366
0x0592,37,0.000000930366
0x0595,37,0.000000930366
0x05d8,197,0.000004953572
0x05d9,9332,0.000234653458
0x05da,9332,0.000234653458
0x05db,9332,0.000234653458
0x05dc,9332,0.000234653458
0x05df,197,0.000004953572
0x05e0,4212,0.000105910883
